Sales ID,Customer ID,Building ID,sale_price,sale_date,total_units,land_sqft,gross_sqft
641152,C193821,97,51000000,10/14/2015,1,0,0
614103,C39563,98,51000000,9/20/2017,99,27127,91366
704542,C35644,99,50902321,1/30/2009,1,6476,6800
438091,C276122,100,50825000,1/18/2012,1,0,0
717303,C622927,101,50584955,3/31/2017,2,8253,93263
714472,C515724,102,50000000,7/28/2015,67,7300,60720
755137,C457087,103,50000000,11/15/2007,122,7500,78096
482028,C629085,104,49000000,12/31/2013,4,3700,7475
426212,C381945,105,48500000,1/8/2016,1,46978,140805
566777,C503245,106,48327118,4/1/2015,1,270438,244825
661971,C224956,107,48075000,1/13/2015,77,19650,62190
471141,C4390,108,48000000,7/21/2017,0,165840,0
561453,C374808,109,47000000,10/2/2017,1,89400,187465
563692,C189721,110,46900000,3/16/2017,45,22400,56652
406170,C407983,111,46601000,5/26/2016,34,9947,5244
756309,C533652,112,46485643,10/19/2015,0,14284,0
525162,C99510,113,46442850,4/22/2010,4,42633,269845
709775,C631925,114,46040000,9/15/2015,1,16745,101712
745701,C11048,115,46000000,10/2/2013,1,20600,162000
646330,C446366,116,46000000,4/20/2015,1,16745,101712
450131,C67013,117,45839605,6/13/2017,9,6800,10140
726651,C150236,118,45680625,3/24/2017,1,70008,49148
794081,C250709,119,45500000,5/7/2013,2,27250,81805
689159,C671982,120,45500000,7/31/2014,3,146900,78000
578436,C35531,121,45352000,9/20/2016,47,15000,53023
567709,C571522,122,45100000,8/3/2015,120,42750,139808
685406,C291192,123,44964921,2/17/2015,1,35483,192240
472093,C464117,124,44900000,9/1/2009,1,43922,177455
760107,C518298,125,44310000,5/29/2011,1,80800,258000
464919,C267594,126,44000000,5/12/2015,200,43750,171993
764869,C262091,127,43635540,11/3/2010,62,20726,82081
783702,C177804,128,43250000,7/21/2016,1,141863,146300
703713,C618355,129,43000000,12/21/2015,2,8699,27972
696683,C454486,130,42750000,1/15/2014,96,30465,96600
558338,C415699,131,42565000,12/11/2007,20,95275,43370
532373,C44339,132,42500000,3/16/2017,2,8475,0
627905,C281873,133,42409151,8/17/2009,1,0,0
735602,C274907,134,42400000,5/1/2017,1,2.00E+05,270000
489991,C471659,135,42000000,9/22/2015,54,10450,60000
784066,C203372,136,41750000,10/19/2015,3,9604,18315
521209,C580878,137,41750000,8/16/2016,1,0,0
648188,C124334,138,40952437,1/31/2014,66,24835,63866
570638,C58668,139,40757000,11/3/2011,1,20208,96455
687461,C609228,140,39990000,1/31/2014,1,431305,279162
685317,C237843,141,39928508,6/22/2010,0,0,0
423964,C473839,142,39566667,1/16/2007,632,42031,442714
667817,C450998,143,39500000,8/23/2016,51,20240,53200
457717,C255669,144,39485750,3/27/2014,45,22400,56652
573012,C20096,145,38500000,11/29/2012,0,27581,0
741017,C435354,146,38500000,2/13/2014,67,7300,60720
477481,C219831,147,38464187,3/26/2014,0,2256,0
415617,C652206,148,38140000,10/15/2014,2,64165,7100
404758,C618444,149,37750000,9/3/2013,17,5000,30141
731261,C566697,150,37658000,10/20/2015,1,0,0
550233,C191482,151,37600000,7/8/2016,8,6010,34720
740040,C586230,152,37410000,10/6/2016,1,34450,28807
602979,C189540,153,37400000,6/23/2015,47,15000,53023
628396,C401141,154,37000000,1/24/2017,136,32470,124636
770608,C208752,155,36500000,2/26/2015,1,9350,31059
670653,C88955,156,36300000,12/21/2011,189,10760,119236
554016,C476685,157,36279474,6/13/2017,24,6261,21000
766885,C356125,158,36200000,4/1/2016,1,14125,7000
495359,C253552,159,36000000,7/29/2015,1,196286,182284
454827,C435496,160,36000000,6/30/2017,0,11775,0
640490,C271996,161,35600000,5/17/2013,360,153383,380000
581435,C3222,162,35600000,5/8/2014,49,17500,67600
683415,C392620,163,35500000,5/23/2017,1,21400,39865
617563,C637698,164,35400000,4/26/2007,378,39930,326609
401282,C136798,165,35250000,7/10/2017,62,14775,60210
645931,C116016,166,35110000,10/6/2016,0,22264,0
580837,C77882,167,35000100,9/10/2015,41,4200,40178
641005,C77802,168,35000000,2/13/2013,0,2574982,0
677450,C521723,169,35000000,4/16/2014,2,8000,55884
527727,C399527,170,34680000,9/15/2016,1,0,0
698789,C429204,171,34360000,10/15/2014,1,69080,6320
642655,C233953,172,33500000,12/2/2013,46,15800,54698
556872,C195904,173,33125000,9/29/2014,0,12252,0
547995,C271334,174,33100000,7/21/2016,0,22640,0
760406,C673263,175,33030905,3/27/2015,75,5371,87445
435329,C40905,176,33000000,7/22/2010,1,19250,76041
769063,C531189,177,33000000,1/6/2015,1,43200,153000
540346,C224799,178,33000000,6/23/2015,2,77500,110000
448079,C459417,179,33000000,11/17/2017,0,13109,12968
718261,C336991,180,33000000,6/16/2017,122,22000,149450
788589,C7276,181,32915000,12/9/2013,1,16498,39780
456761,C465021,182,32850000,8/17/2015,15,28000,60300
798292,C551280,183,32515000,2/12/2015,225,243100,195000
406083,C12604,184,32500000,1/22/2015,135,4086,76264
738313,C39223,185,32250000,5/28/2014,1,14482,68233
592673,C477906,186,32250000,7/30/2014,52,25525,104661
498811,C650237,187,32150000,7/1/2015,84,92600,67464
434035,C373264,188,32096000,3/10/2015,178,44100,204830
550735,C128283,189,32000000,12/11/2014,1,63102,174788
500731,C322416,190,31900000,2/4/2016,44,0,458
642652,C180301,191,31780367,5/19/2011,80,0,110828
798057,C410439,192,31750000,12/31/2012,1,17000,1660
601852,C140769,193,31610034,9/19/2012,20,95275,43370
563118,C624451,194,31500000,9/7/2012,1,0,0
663263,C9583,195,31500000,3/31/2014,200,52500,159996
475409,C501713,196,31453747,9/18/2015,79,10000,64871
531267,C296372,197,31250000,1/18/2007,0,0,0
723625,C32861,198,31100000,6/8/2012,1,4348,104172
624572,C119586,199,31000000,12/22/2016,1,33900,86360
579825,C194111,200,31000000,1/20/2016,38,12000,40000
762057,C54338,201,30800000,3/10/2016,1,0,0
508322,C219907,202,30600000,3/18/2013,1,21500,42000
718052,C541218,203,30500000,11/6/2014,36,7500,42500
633157,C425236,204,30500000,1/24/2017,1,14240,28480
765543,C262268,205,30120000,12/31/2014,0,1460,0
701017,C641254,206,30000000,12/29/2014,1,0,0
420330,C473908,207,30000000,12/22/2014,2,2598,6900
459785,C626332,208,30000000,1/14/2014,1,0,0
674275,C382598,209,30000000,12/16/2015,6,11008,44355
793790,C573397,210,30000000,8/30/2016,1,2217,0
510784,C5584,211,30000000,12/14/2016,10,3600,10480
586503,C267739,212,30000000,10/13/2016,1,3600,7200
602933,C157116,213,30000000,3/2/2017,4,109400,1.00E+05
674812,C559210,214,29950000,2/9/2017,20,12606,57425
789274,C14760,215,29910000,5/29/2011,1,6834,44500
711789,C636311,216,29500000,6/27/2016,0,64600,0
778599,C45412,217,28850000,5/28/2015,15,5114,13923
738023,C15112,218,28750000,6/28/2013,29,7500,39260
432664,C19657,219,28625000,1/30/2017,29,3404,41500
627525,C446139,220,28600000,9/11/2014,18,2000,13000
497778,C457279,221,28500000,12/1/2011,1,88736,59883
608533,C456748,222,28500000,8/30/2016,104,23344,101100
766634,C360193,223,28250000,12/16/2014,0,10000,0
530934,C579654,224,28000000,1/16/2014,3,12410,44000
621739,C137965,225,28000000,9/9/2015,41,9295,41113
500434,C528337,226,28000000,8/26/2016,1,8335,33120
488656,C356912,227,28000000,11/28/2007,0,16476,0
743905,C329807,228,27833333,8/30/2016,3,48440,83315
495661,C374919,229,27832000,11/3/2011,1,60000,89586
625821,C463478,230,27813450,2/15/2017,1,25300,48362
409713,C466597,231,27800000,7/19/2017,0,17500,0
787631,C58637,232,27531562,6/30/2016,24,1.00E+05,157708
422836,C414782,233,27502437,10/31/2011,1,54850,54850
466467,C408993,234,27500000,7/27/2016,63,17050,63000
446236,C436750,235,27408375,2/26/2013,1,324075,40846
793232,C99244,236,27400000,6/30/2016,224,89600,230836
531263,C603598,237,27204187,5/12/2011,1,0,0
517674,C414506,238,27200000,8/18/2016,30,9830,30000
423704,C555427,239,27000000,3/4/2013,1,11000,44000
522312,C186090,240,27000000,7/16/2014,0,2500,0
760274,C111027,241,27000000,12/16/2014,40,25015,107175
544661,C448023,242,27000000,7/2/2015,32,10000,29961
777895,C86436,243,26889525,12/29/2016,1,30000,30588
601977,C142012,244,26750000,4/30/2015,1,10100,12900
623179,C587743,245,26706304,12/21/2011,536,220071,559464
449893,C18709,246,26669496,3/3/2015,104,23344,101100
418645,C168151,247,26645000,4/3/2007,1,16498,39780
639071,C408302,248,26500100,3/7/2008,494,15000,456082
627329,C666662,249,26500000,12/29/2011,1,63000,130500
507785,C336813,250,26500000,3/30/2015,102,27000,103494
484096,C42305,251,26500000,11/6/2015,0,11705,11950
718924,C279163,252,26500000,12/15/2017,0,40000,41050
439553,C675903,253,26500000,6/14/2007,1,27000,88000
540110,C628809,254,26400000,12/12/2008,188,53730,194425
777200,C520057,255,26350000,8/8/2013,1,35483,192240
646854,C409215,256,26249000,11/27/2017,0,9262,0
726785,C105948,257,26012209,10/15/2013,62,14775,60210
608198,C311699,258,26003702,3/9/2011,62,20726,82081
745294,C68234,259,26000000,3/25/2015,1,29060,102330
547789,C580314,260,25766000,6/6/2016,24,16833,27975
425052,C607291,261,25746053,11/16/2007,1,60700,110978
502148,C51537,262,25695450,12/20/2012,1,19686,110164
436963,C662840,263,25500000,12/16/2014,86,21502,87000
558901,C614022,264,25500000,6/14/2016,58,8000,48000
794280,C595755,265,25500000,2/21/2008,145,53437,176270
771542,C83836,266,25400000,3/10/2015,172,40000,144000
554945,C148504,267,25378125,8/31/2011,30,112666,302000
648821,C491633,268,25324277,12/4/2008,88,0,101051
649681,C449473,269,25324277,12/4/2008,0,0,0
480439,C620184,270,25250000,1/1/2015,10,22500,129776
633723,C195252,271,25250000,10/10/2007,0,64600,0
539097,C413570,272,25150000,6/15/2016,10,2500,9600
406457,C13414,273,25102575,12/14/2012,1,50700,222738
525760,C453658,274,25000000,10/6/2011,1,0,0
694803,C327448,275,25000000,12/11/2012,2,27250,81805
664367,C596776,276,25000000,3/29/2012,1,112000,84200
714270,C569504,277,25000000,1/24/2013,3,30300,8450
592589,C328149,278,25000000,5/28/2014,1,18000,24960
555575,C644306,279,25000000,9/17/2014,0,17500,0
401014,C669487,280,25000000,4/20/2015,5,18232,45322
741864,C544031,281,25000000,9/1/2015,42,6950,31692
708271,C351465,282,25000000,1/27/2016,90,17227,95040
693436,C569166,283,25000000,7/28/2017,4,9589,9589
587083,C442641,284,25000000,2/23/2017,54,12000,55188
401176,C585983,285,25000000,5/1/2017,0,49740,0
597526,C477859,286,25000000,3/16/2007,1,10000,46000
643914,C279303,287,24822000,10/14/2015,0,15698,15675
614926,C281260,288,24500000,4/24/2012,60,16120,60664
493040,C430208,289,24500000,6/10/2015,1,21700,21523
404848,C137091,290,24449045,3/3/2015,102,24900,109980
765141,C222566,291,24350000,8/19/2015,1,1488,4464
458803,C480599,292,24200000,9/29/2016,36,7500,30000
673501,C516500,293,24150000,8/19/2015,0,2003,0
648779,C51267,294,24002547,3/3/2015,95,20030,90354
420672,C306443,295,24000000,4/25/2014,0,33900,31943
564921,C205852,296,24000000,5/1/2017,0,28980,0
443273,C516521,297,24000000,6/27/2008,1,1440,3888
569798,C180088,298,23806625,11/22/2016,106,21725,88580
571256,C277470,299,23784000,6/6/2016,24,16833,27975
518713,C72723,300,23750000,9/16/2014,16,4750,12560
696445,C214491,301,23750000,11/6/2007,1,43740,44800
602908,C336295,302,23687500,3/3/2015,107,25729,113952
770127,C308803,303,23570000,10/2/2008,1,42816,90000
560949,C128039,304,23500000,11/30/2011,0,1400,0
416458,C354215,305,23500000,9/8/2014,1,23523,43350
715062,C65929,306,23500000,1/16/2014,82,28144,94667
774821,C282597,307,23500000,12/11/2015,54,9455,51288
459880,C234095,308,23500000,12/22/2008,1,16500,91714
625404,C345171,309,23433460,6/25/2012,90,20000,84460
637029,C413414,310,23400000,8/16/2017,0,20987,0
441956,C72333,311,23311953,6/20/2007,385,192471,245538
712753,C569733,312,23250000,5/19/2014,1,19000,31300
678074,C447983,313,23250000,5/10/2017,1,2500,2500
592429,C601104,314,23150000,7/27/2015,20,4443,15867
576613,C135807,315,23100000,2/4/2016,28,0,692
405754,C15194,316,23087103,9/22/2016,16,6250,14776
610138,C527408,317,23000000,5/1/2013,3,2000,4225
463538,C124423,318,23000000,10/2/2013,1,8253,81000
748894,C562827,319,23000000,11/26/2013,1,0,0
492391,C290508,320,23000000,8/7/2014,33,8125,30893
603482,C467811,321,23000000,5/16/2017,41,7125,38700
717958,C193628,322,22989341,11/3/2011,27,7517,30000
560780,C191652,323,22900000,9/18/2015,4,7192,26388
611438,C266416,324,22850000,9/13/2016,33,11883,35000
410400,C501399,325,22814532,1/22/2015,58,8000,48000
756938,C539898,326,22800000,8/3/2015,68,25058,79200
737702,C638306,327,22750000,12/16/2016,63,13500,48600
583839,C219926,328,22750000,7/11/2007,0,17227,0
790251,C634672,329,22620000,11/5/2015,47,16700,47126
581488,C133343,330,22512500,3/3/2015,90,34250,104700
422477,C156301,331,22500000,9/15/2014,108,17000,61125
762016,C504491,332,22400000,9/29/2015,58,12500,43182
731778,C355556,333,22400000,6/23/2016,35,5017,24108
425738,C124787,334,22332750,8/29/2012,3,6700,16100
745305,C227375,335,22270000,11/3/2011,1,8500,40445
621955,C183174,336,22265000,5/15/2007,1,12500,29077
477060,C390405,337,22250000,3/29/2013,1,33900,86360
424972,C514833,338,22100000,10/27/2011,76,18000,84600
767988,C85721,339,22000000,5/11/2011,1,0,0
657244,C269381,340,22000000,11/1/2012,42,14400,43200
783126,C386234,341,22000000,6/24/2013,200,43750,171993
406376,C508316,342,22000000,4/27/2015,7,14893,29070
564396,C9060,343,22000000,2/28/2017,36,6247,29249
602799,C351500,344,22000000,3/30/2017,49,8680,35310
730641,C257296,345,21660000,9/28/2012,1,2500,0
586952,C404182,346,21500000,12/17/2014,1,100500,145000
570493,C457408,347,21500000,7/28/2014,1,32200,64350
752747,C201749,348,21500000,8/24/2016,29,14000,46900
516950,C463485,349,21431793,8/10/2007,178,44100,204830
406427,C251310,350,21400000,11/9/2015,123,23500,113398
507635,C326226,351,21391665,5/3/2012,3,19275,21500
499223,C457605,352,21373162,1/22/2015,1,43000,78676
430250,C75974,353,21350000,5/13/2014,1,19163,0
584174,C348828,354,21262000,3/6/2008,0,25000,0
670118,C422672,355,21250000,12/16/2016,60,13685,57993
501735,C222772,356,21100000,7/29/2015,20,8982,30433
641282,C175388,357,21000000,12/22/2011,150,55114,108000
587872,C45642,358,21000000,3/12/2012,2,47400,47400
608999,C132073,359,21000000,12/30/2013,0,176041,0
730902,C492810,360,21000000,6/13/2014,8,2500,9546
670183,C207022,361,21000000,4/6/2015,7,6695,0
588627,C480114,362,21000000,7/28/2016,63,35485,58960
687427,C37453,363,21000000,8/24/2016,16,9000,26400
680611,C571317,364,20750000,6/17/2014,60,20000,125400
525970,C650599,365,20750000,12/23/2015,1,0,0
750052,C609192,366,20750000,2/2/2016,58,13100,51000
567010,C224320,367,20750000,12/13/2017,44,14900,27588
706519,C179039,368,20700000,11/21/2013,76,12500,38630
458150,C135754,369,20675000,12/23/2014,4,1600,3200
558773,C262935,370,20660000,4/7/2016,1,4800,1125
613353,C31520,371,20555001,1/30/2007,360,153383,380000
501924,C447182,372,20535742,6/6/2011,140,47435,149175
529803,C17366,373,20500000,11/18/2015,1,7500,9000
668579,C558753,374,20500000,12/1/2003,60,16120,60664
551818,C30218,375,20500000,1/15/2003,123,29640,144493
618526,C34292,376,20500000,1/15/2003,0,0,0
706189,C340076,377,20500000,1/15/2003,76,24534,71567
659134,C239023,378,20340000,1/30/2014,1,986,1972
542108,C643797,379,20325000,11/5/2007,11,19450,19710
628502,C550826,380,20250000,9/10/2015,2,14330,13460
719938,C496195,381,20250000,12/16/2016,60,15000,49518
671966,C237421,382,20250000,12/16/2016,0,0,0
432434,C594678,383,20248000,10/21/2016,1,9000,25059
449561,C597478,384,20210838,9/29/2010,43,12877,38490
773503,C420587,385,20169863,3/4/2010,1,100467,1
549598,C152551,386,20025000,5/3/2017,47,13785,40363
509288,C206972,387,20000000,10/21/2010,1,32017,161669
567085,C212539,388,20000000,9/4/2014,1,11775,11700
514093,C66826,389,20000000,4/16/2014,1,26450,50550
750798,C675983,390,20000000,2/4/2014,16,15120,46000
609046,C449685,391,20000000,7/25/2014,0,71875,85000
782683,C638770,392,20000000,7/2/2014,112,25600,105440
772722,C590197,393,20000000,6/30/2015,96,24000,100800
629063,C585295,394,20000000,6/17/2015,33,8750,34395
447441,C359343,395,20000000,5/13/2008,1,2050,4750
450957,C189550,396,20000000,1/23/2008,96,27500,93918
768896,C85765,397,19980000,7/31/2012,1,40000,40000
713260,C374733,398,19960221,5/8/2012,47,15000,53023
417542,C541384,399,19875000,6/30/2016,3,1800,2700
455405,C463357,400,19825000,12/5/2017,6,5000,10000
630459,C119928,401,19800000,10/16/2012,122,30052,129024
745956,C529899,402,19800000,10/30/2015,83,22500,97137
563777,C428483,403,19600000,9/18/2007,43,12877,38490
710068,C479991,404,19588000,3/10/2015,112,30450,113850
443612,C516141,405,19577487,3/22/2013,1,0,0
523748,C423263,406,19569002,2/15/2013,41,75300,66496
570693,C178105,407,19555605,1/24/2008,0,36322,0
618950,C381319,408,19500000,4/7/2014,7,100875,128500
735132,C671604,409,19500000,2/20/2014,7,101864,170000
424205,C467987,410,19500000,8/3/2007,225,243100,195000
561683,C276032,411,19485000,3/22/2010,1,6030,30090
795742,C576050,412,19400000,12/31/2012,49,17500,67600
714699,C201579,413,19371076,12/28/2011,104,23344,101100
663601,C212549,414,19250000,12/9/2013,1,12500,29077
748282,C469708,415,19202122,7/8/2003,0,48951,476000
789717,C443576,416,19202122,7/8/2003,0,0,0
683771,C69088,417,19202122,7/8/2003,8,48503,448300
796223,C595166,418,19200000,6/26/2008,180,40093,163600
439437,C407558,419,19125000,2/13/2013,0,297228,0
559645,C36596,420,19100000,5/12/2016,52,15035,70097
621279,C571221,421,19059625,1/16/2014,0,45688,85619
641346,C650794,422,19000000,2/11/2011,0,145000,574055
699378,C335442,423,19000000,5/5/2011,0,38600,292230
402653,C54824,424,19000000,5/30/2012,0,17000,0
620770,C122995,425,19000000,7/31/2013,9,12739,32000
515669,C29747,426,19000000,11/21/2013,182,7470,77523
580129,C318443,427,19000000,4/26/2013,0,19136,0
733005,C509353,428,19000000,6/20/2013,2,89300,62500
605221,C351571,429,19000000,5/29/2014,16,25744,37362
662306,C359653,430,19000000,12/23/2014,6,3750,5275
577783,C58448,431,19000000,10/14/2015,44,14900,27588
409561,C590686,432,19000000,9/7/2017,28,4500,23000
439755,C319387,433,19000000,9/13/2017,1,27555,95444
723872,C129851,434,18850000,11/7/2012,272,130000,290715
560203,C209366,435,18720000,2/2/2016,1,12775,12775
722079,C64720,436,18700000,2/22/2016,1,0,0
792166,C602822,437,18650000,4/29/2014,107,31050,131040
741904,C281870,438,18600000,3/26/2007,29,3404,41500
725293,C341318,439,18500000,7/17/2012,15,55900,34500
516195,C550891,440,18500000,6/27/2013,22,12020,129120
678065,C71503,441,18500000,9/30/2013,34,6174,52500
479282,C237823,442,18500000,11/12/2014,1,10000,20000
636939,C637491,443,18500000,11/4/2015,1,31950,21300
510106,C321481,444,18500000,3/16/2015,84,23272,93378
495505,C253561,445,18500000,4/1/2016,1,20000,60180
426755,C514757,446,18500000,2/19/2016,7,32125,47240
557701,C526346,447,18450000,1/15/2014,112,28000,117600
654260,C225153,448,18443176,4/10/2007,6,2500,5250
498986,C62362,449,18400000,10/27/2015,6,2500,6600
740562,C140647,450,18351550,2/28/2013,145,53437,176270
674131,C50475,451,18340744,8/10/2007,172,40000,144000
531276,C343282,452,18301890,11/14/2014,38,11800,37600
783580,C56288,453,18295005,12/13/2012,1,9350,31059
434645,C19377,454,18250000,11/14/2014,1,2400,2400
751980,C599035,455,18200000,9/30/2013,18,2000,13000
487045,C306459,456,18200000,12/11/2014,2,11447,6390
621661,C529821,457,18175000,8/3/2015,66,15446,62634
429603,C360757,458,18123000,9/30/2003,1,0,0
707578,C599853,459,18123000,9/30/2003,1,0,0
693832,C218944,460,18080000,1/6/2015,1,27640,24743
646314,C598766,461,18025000,7/8/2014,3,16100,8100
493254,C228385,462,18000000,6/14/2012,2,29483,47750
529044,C469730,463,18000000,12/23/2013,28,8590,57125
532692,C489534,464,18000000,12/19/2013,1,60600,60570
641616,C377576,465,18000000,1/6/2014,20,10530,49355
420469,C589561,466,18000000,1/29/2014,0,22640,0
765531,C236316,467,18000000,3/3/2015,66,21225,81312
741490,C144738,468,18000000,4/6/2015,5,5287,0
646406,C419669,469,18000000,7/1/2015,1,0,0
757826,C396334,470,18000000,8/25/2015,3,2500,3000
597583,C41755,471,18000000,6/2/2016,60,20873,57552
783434,C223669,472,18000000,7/14/2016,30,3705,19890
735964,C172722,473,18000000,12/4/2017,20,2733,4112
650689,C225732,474,18000000,8/11/2017,0,8530,29952
614467,C215612,475,18000000,6/19/2017,1,17215,17200
558639,C610948,476,17910839,6/11/2014,30,5500,22725
449702,C336501,477,17900000,11/29/2017,29,7550,28000
756437,C121817,478,17850000,3/22/2016,37,9720,42285
762843,C588134,479,17823315,3/22/2013,1,0,0
669931,C92686,480,17619598,9/24/2012,4,2000,3900
762106,C477050,481,17550000,9/14/2017,63,14746,78840
760664,C178900,482,17537851,11/29/2011,45,22400,56652
492574,C357929,483,17514000,11/3/2011,1,8614,48400
469096,C604355,484,17503250,9/15/2014,1,67886,50000
654781,C486096,485,17500000,4/17/2013,0,70200,35072
785131,C151405,486,17500000,6/26/2013,1,2633,2088
779876,C313640,487,17500000,8/7/2014,1,21876,31004
731926,C254741,488,17500000,7/31/2014,60,6698,77400
734861,C590299,489,17500000,9/19/2014,25,6900,32532
468477,C639408,490,17500000,6/7/2007,13,60467,165500
604964,C430174,491,17500000,3/4/2003,41,75300,66496
712590,C249247,492,17375829,10/25/2010,1,27000,88000
575330,C31185,493,17260000,12/15/2015,77,17600,70332
571620,C517477,494,17240000,1/14/2007,1,0,0
534669,C250347,495,17208000,9/1/2015,1,24666,175000
409215,C181877,496,17200000,5/29/2011,1,24666,175000
584718,C291298,497,17200000,5/22/2008,1,39153,35337
746239,C124119,498,17100000,5/22/2014,10,44000,31737
735718,C156363,499,17100000,6/23/2016,80,17641,66400
472822,C545302,500,17077442,9/30/2003,98,142212,107569
611185,C274144,501,17000000,12/15/2010,0,4025,0
