txn_id,accm_txn_complete_time
636939,5/13/2022 11:38:45
510106,5/15/2022 15:49:44
495505,5/16/2022 11:38:34
426755,5/14/2022 15:48:35
557701,5/17/2022 10:51:40
654260,5/14/2022 20:26:57
498986,5/14/2022 22:05:14
740562,5/16/2022 5:43:58
674131,5/13/2022 6:31:11
531276,5/16/2022 14:42:45
783580,5/16/2022 17:56:19
434645,5/15/2022 20:33:08
751980,5/16/2022 14:07:24
487045,5/17/2022 9:07:31
621661,5/17/2022 18:35:12
429603,5/16/2022 4:41:54
707578,5/16/2022 22:23:39
693832,5/16/2022 16:32:27
646314,5/15/2022 11:21:07
493254,5/13/2022 22:37:00
529044,5/14/2022 3:30:25
532692,5/15/2022 10:43:55
641616,5/13/2022 21:29:56
420469,5/16/2022 12:17:13
765531,5/14/2022 15:46:27
741490,5/17/2022 5:11:51
646406,5/15/2022 19:25:01
757826,5/16/2022 13:59:48
597583,5/14/2022 17:17:28
783434,5/14/2022 18:07:34
735964,5/17/2022 19:58:46
650689,5/17/2022 7:07:20
614467,5/14/2022 2:43:39
558639,5/13/2022 21:25:03
449702,5/17/2022 12:50:53
756437,5/14/2022 18:58:36
762843,5/17/2022 20:07:42
669931,5/15/2022 13:56:38
762106,5/15/2022 6:20:03
760664,5/15/2022 21:34:52
492574,5/17/2022 11:37:51
469096,5/14/2022 2:13:05
654781,5/16/2022 17:00:26
785131,5/16/2022 20:37:44
779876,5/13/2022 16:29:39
731926,5/16/2022 21:59:58
734861,5/14/2022 20:16:46
468477,5/13/2022 4:14:44
604964,5/17/2022 6:34:50
712590,5/13/2022 0:01:30
575330,5/16/2022 18:23:04
571620,5/14/2022 22:07:14
534669,5/14/2022 8:02:41
409215,5/16/2022 17:41:45
584718,5/16/2022 12:44:42
746239,5/17/2022 13:30:58
735718,5/14/2022 23:10:48
472822,5/15/2022 7:56:48
611185,5/14/2022 1:47:46
544564,5/14/2022 10:46:57
660217,5/13/2022 23:55:45
716433,5/17/2022 4:40:15
797943,5/16/2022 18:24:28
497635,5/14/2022 15:06:03
423010,5/14/2022 22:33:37
624768,5/15/2022 23:40:32
794262,5/15/2022 15:18:59
484392,5/16/2022 7:39:06
537578,5/15/2022 3:31:40
449358,5/16/2022 5:29:24
766873,5/13/2022 6:40:27
425377,5/16/2022 17:01:17
415940,5/16/2022 17:40:03
764592,5/13/2022 13:49:23
650293,5/14/2022 9:09:54
599770,5/13/2022 0:29:14
734777,5/14/2022 19:50:12
663927,5/15/2022 20:48:08
462007,5/17/2022 20:42:26
694704,5/13/2022 0:57:41
522411,5/17/2022 14:11:53
526709,5/13/2022 18:21:10
657693,5/17/2022 5:43:08
598223,5/16/2022 10:35:11
715661,5/14/2022 21:29:00
756641,5/16/2022 15:31:24
661664,5/17/2022 7:14:42
501092,5/13/2022 2:12:32
623454,5/15/2022 22:39:54
646577,5/15/2022 1:42:30
415672,5/17/2022 17:50:12
551072,5/13/2022 21:32:28
603574,5/17/2022 11:00:44
735073,5/13/2022 21:22:13
544300,5/16/2022 9:02:55
612221,5/16/2022 15:12:41
634699,5/14/2022 10:03:12
657430,5/14/2022 6:36:59
510720,5/15/2022 11:16:36
767728,5/17/2022 0:40:03
654333,5/17/2022 5:58:16
723585,5/13/2022 17:38:37
448747,5/13/2022 0:16:17
505551,5/15/2022 19:27:48
441857,5/16/2022 15:52:11
619905,5/16/2022 2:04:29
648510,5/13/2022 8:25:14
527529,5/17/2022 0:00:54
537891,5/15/2022 14:33:28
536300,5/13/2022 1:55:56
490572,5/14/2022 23:22:14
799456,5/13/2022 7:53:27
770972,5/14/2022 13:00:41
541888,5/14/2022 20:55:43
476032,5/14/2022 21:05:02
747713,5/14/2022 5:56:30
523572,5/14/2022 6:12:23
797278,5/13/2022 23:34:45
499550,5/14/2022 23:02:58
488825,5/14/2022 10:59:13
634594,5/15/2022 5:38:45
508407,5/13/2022 10:01:20
515187,5/16/2022 8:58:04
673940,5/17/2022 1:22:45
440440,5/15/2022 2:31:59
730478,5/13/2022 0:18:39
563132,5/15/2022 16:02:47
715937,5/13/2022 2:01:56
608000,5/13/2022 23:34:49
511546,5/14/2022 17:42:30
484393,5/13/2022 14:21:57
646136,5/15/2022 19:53:47
469844,5/13/2022 11:27:19
685202,5/15/2022 15:53:50
658383,5/15/2022 17:08:27
456069,5/13/2022 19:08:55
626894,5/16/2022 0:02:25
401808,5/16/2022 4:31:23
491853,5/14/2022 12:22:54
799194,5/14/2022 6:19:58
643718,5/13/2022 13:37:51
603961,5/13/2022 21:49:33
750942,5/13/2022 2:49:19
457174,5/16/2022 6:12:12
792711,5/13/2022 10:39:12
648989,5/14/2022 8:22:32
494266,5/17/2022 5:51:53
664020,5/15/2022 6:12:17
456521,5/13/2022 3:24:45
615093,5/17/2022 6:45:26
677674,5/15/2022 18:42:42
443564,5/13/2022 19:02:26
505116,5/15/2022 16:20:44
689158,5/16/2022 14:32:41
673180,5/13/2022 21:58:00
612882,5/15/2022 10:30:29
774693,5/13/2022 4:26:42
411377,5/17/2022 4:30:47
413887,5/15/2022 15:00:58
791222,5/16/2022 2:42:38
676081,5/15/2022 22:47:58
650272,5/15/2022 11:30:49
569943,5/16/2022 12:23:45
679589,5/14/2022 23:01:38
638846,5/14/2022 8:08:27
681646,5/15/2022 8:23:41
576305,5/15/2022 15:34:00
671417,5/15/2022 12:59:41
727437,5/13/2022 18:17:37
544740,5/13/2022 18:25:49
641541,5/17/2022 20:02:24
564061,5/17/2022 18:06:11
562302,5/14/2022 15:35:41
463037,5/13/2022 16:43:26
424992,5/16/2022 20:44:26
754155,5/17/2022 7:18:23
653988,5/13/2022 14:57:08
438834,5/14/2022 5:14:24
453041,5/17/2022 13:14:39
738932,5/16/2022 10:13:29
419219,5/16/2022 1:29:04
764899,5/14/2022 8:21:39
647303,5/16/2022 5:55:09
415637,5/16/2022 9:26:26
651459,5/16/2022 12:33:21
761139,5/16/2022 3:08:31
590543,5/16/2022 16:23:16
611401,5/15/2022 15:39:42
489275,5/15/2022 1:41:43
634633,5/13/2022 19:25:27
653097,5/17/2022 19:12:23
556920,5/17/2022 16:05:04
728514,5/14/2022 0:17:06
650980,5/14/2022 4:07:57
726668,5/17/2022 14:50:41
533869,5/16/2022 11:42:05
705964,5/16/2022 16:21:30
705568,5/17/2022 16:28:50
622138,5/15/2022 22:19:21
633015,5/13/2022 17:38:28
768747,5/16/2022 4:54:50
695029,5/17/2022 15:11:19
448860,5/17/2022 15:34:31
734929,5/17/2022 7:24:59
705456,5/15/2022 22:07:57
429645,5/15/2022 17:49:56
453942,5/16/2022 9:27:47
766348,5/13/2022 6:31:13
540774,5/16/2022 12:52:13
602772,5/13/2022 0:17:05
678183,5/16/2022 12:06:53
580809,5/17/2022 23:08:44
632164,5/16/2022 18:14:01
738555,5/14/2022 5:10:28
512943,5/17/2022 18:10:21
478558,5/15/2022 3:07:47
778713,5/17/2022 5:12:51
672457,5/16/2022 18:53:19
540556,5/17/2022 10:50:42
721403,5/16/2022 22:46:26
788472,5/13/2022 21:35:20
409643,5/13/2022 16:17:10
761797,5/15/2022 2:52:58
560192,5/15/2022 23:20:17
400194,5/13/2022 5:23:11
588535,5/14/2022 22:29:34
705885,5/16/2022 15:03:21
524403,5/14/2022 18:25:00
543880,5/15/2022 22:59:02
612616,5/14/2022 17:06:21
562338,5/14/2022 21:06:26
755262,5/16/2022 8:41:17
404038,5/14/2022 17:24:25
678681,5/15/2022 8:18:00
533497,5/16/2022 21:37:01
662816,5/16/2022 23:48:47
424030,5/14/2022 8:22:18
773721,5/16/2022 1:28:57
785488,5/16/2022 4:55:12
659215,5/15/2022 10:35:09
612488,5/17/2022 18:17:59
405809,5/17/2022 9:09:21
504845,5/16/2022 0:11:24
664142,5/17/2022 18:19:51
557886,5/17/2022 4:26:31
648260,5/14/2022 4:32:42
688572,5/16/2022 15:52:09
693215,5/17/2022 12:23:09
509224,5/13/2022 4:18:47
567429,5/17/2022 7:12:44
674127,5/17/2022 23:21:07
648559,5/16/2022 22:47:05
751647,5/16/2022 17:15:37
693824,5/16/2022 20:59:42
510205,5/16/2022 6:48:07
447787,5/14/2022 23:26:11
618317,5/16/2022 16:43:09
627531,5/13/2022 5:49:05
667036,5/16/2022 23:39:17
767193,5/17/2022 18:51:34
697513,5/15/2022 18:04:23
430441,5/13/2022 17:35:24
513425,5/14/2022 5:00:57
560697,5/14/2022 22:57:57
765423,5/14/2022 13:22:00
543497,5/16/2022 21:37:22
553437,5/17/2022 5:22:14
726943,5/17/2022 19:17:26
698572,5/13/2022 18:11:40
696857,5/16/2022 17:49:01
624503,5/15/2022 1:54:53
519138,5/14/2022 4:37:34
763099,5/17/2022 12:16:24
431023,5/14/2022 11:42:33
673165,5/17/2022 23:24:52
590933,5/16/2022 15:48:26
406219,5/13/2022 16:21:22
576447,5/15/2022 12:50:22
412330,5/14/2022 0:35:58
471458,5/15/2022 8:13:04
659766,5/13/2022 23:24:25
421580,5/13/2022 23:59:36
716164,5/13/2022 4:31:04
662190,5/14/2022 0:38:34
404254,5/13/2022 1:45:41
551487,5/17/2022 23:06:55
602332,5/16/2022 19:01:02
407306,5/16/2022 3:00:10
676304,5/15/2022 21:27:41
776125,5/17/2022 12:54:31
409645,5/13/2022 2:25:28
712156,5/17/2022 17:13:59
420412,5/14/2022 11:58:25
613861,5/15/2022 19:44:14
630219,5/13/2022 23:47:29
504744,5/17/2022 18:34:09
619615,5/14/2022 13:50:51
684187,5/15/2022 21:48:14
514104,5/17/2022 12:06:44
697422,5/17/2022 19:39:09
458739,5/17/2022 11:30:07
520509,5/15/2022 14:55:22
648795,5/16/2022 13:36:08
476978,5/17/2022 6:37:47
715737,5/17/2022 11:41:29
550890,5/17/2022 21:51:10
572008,5/16/2022 19:41:01
453394,5/15/2022 15:13:44
759556,5/13/2022 6:35:15
679031,5/17/2022 3:52:12
604050,5/14/2022 5:11:03
633099,5/17/2022 3:27:58
679998,5/14/2022 22:49:05
726895,5/14/2022 8:00:55
785379,5/13/2022 2:47:54
737501,5/14/2022 19:56:56
632370,5/13/2022 4:57:17
457443,5/13/2022 15:51:11
405076,5/16/2022 14:47:09
718091,5/17/2022 14:45:47
787533,5/17/2022 8:51:39
613086,5/17/2022 6:39:17
773978,5/15/2022 11:31:05
435060,5/13/2022 9:14:45
539998,5/13/2022 17:50:28
408537,5/15/2022 21:07:51
533160,5/14/2022 5:40:54
672971,5/17/2022 17:28:21
444052,5/16/2022 12:26:13
541694,5/14/2022 16:34:19
590688,5/15/2022 21:34:18
631479,5/17/2022 5:29:18
496920,5/13/2022 13:18:13
771347,5/15/2022 10:15:14
586552,5/15/2022 9:21:21
790863,5/13/2022 19:40:05
581852,5/14/2022 10:36:48
586929,5/14/2022 15:34:06
475481,5/16/2022 18:38:59
664273,5/15/2022 12:49:03
732207,5/17/2022 23:51:47
789840,5/17/2022 6:32:28
597656,5/17/2022 3:21:36
659211,5/14/2022 7:17:38
738852,5/15/2022 11:31:14
583000,5/14/2022 9:43:55
646608,5/15/2022 4:41:50
606566,5/17/2022 7:35:18
426832,5/15/2022 1:15:55
462398,5/13/2022 21:20:58
582332,5/17/2022 6:50:47
667973,5/13/2022 19:19:18
575779,5/17/2022 14:13:15
753286,5/15/2022 12:54:19
625565,5/13/2022 20:52:49
725852,5/14/2022 21:52:39
649176,5/14/2022 3:08:50
704721,5/13/2022 23:36:45
451854,5/16/2022 18:21:27
528864,5/13/2022 23:50:56
544197,5/15/2022 23:19:40
563212,5/13/2022 0:58:03
778797,5/17/2022 19:46:16
638232,5/16/2022 0:08:22
641436,5/16/2022 10:26:37
633533,5/15/2022 6:37:53
455804,5/15/2022 22:44:32
592593,5/16/2022 17:27:06
786593,5/14/2022 22:24:31
771484,5/16/2022 14:11:56
691554,5/13/2022 8:40:35
699169,5/16/2022 19:14:00
589984,5/17/2022 20:20:21
495861,5/14/2022 1:58:26
626815,5/14/2022 13:44:53
760416,5/17/2022 8:23:58
543862,5/14/2022 18:56:53
402530,5/17/2022 11:54:19
675581,5/17/2022 21:51:55
474964,5/17/2022 14:48:35
786079,5/14/2022 22:19:53
677878,5/14/2022 4:18:30
420203,5/16/2022 4:35:10
533799,5/17/2022 18:12:51
492619,5/14/2022 13:31:45
722396,5/13/2022 7:07:41
762185,5/14/2022 7:46:33
568858,5/16/2022 5:10:31
652884,5/16/2022 10:43:42
763182,5/15/2022 11:04:47
740517,5/13/2022 10:01:28
701939,5/15/2022 6:56:25
537430,5/14/2022 13:40:51
518685,5/17/2022 11:58:47
594989,5/16/2022 16:27:03
657207,5/13/2022 23:55:02
636930,5/14/2022 11:19:55
427023,5/13/2022 15:18:34
728523,5/15/2022 13:16:27
490847,5/17/2022 6:14:33
438176,5/13/2022 19:53:42
518715,5/15/2022 12:12:39
735661,5/17/2022 23:22:11
613698,5/15/2022 20:22:01
764555,5/14/2022 6:57:29
628091,5/16/2022 9:56:36
747958,5/15/2022 2:26:41
689873,5/17/2022 21:42:22
703869,5/15/2022 4:56:25
743517,5/16/2022 22:22:09
607060,5/13/2022 18:31:07
491194,5/14/2022 12:38:25
693033,5/16/2022 19:11:22
747959,5/17/2022 4:15:23
492338,5/17/2022 1:09:01
509946,5/13/2022 4:41:57
644880,5/16/2022 21:14:45
790750,5/14/2022 9:11:15
538476,5/14/2022 7:36:41
412295,5/13/2022 23:17:01
601761,5/14/2022 2:14:11
511827,5/16/2022 3:47:13
728900,5/17/2022 8:32:52
468181,5/13/2022 3:44:35
694305,5/16/2022 22:03:49
693629,5/15/2022 8:23:32
583144,5/14/2022 8:28:52
655134,5/17/2022 3:28:34
678434,5/15/2022 17:49:14
567693,5/14/2022 6:13:28
562630,5/15/2022 7:19:14
